kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;catalogusprijs;maximum_ondersteunende_snelheid;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;laadvermogen;aanhangwagen_middenas_geremd;aanhangwagen_autonoom_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;subcategorie_nederland
17NRNS;Personenauto;TOYOTA;TOYOTA COROLLA;20230115;20190711;4502;stationwagen;5;GRIJS;Niet geregistreerd;4;1598;1150;1655;1250;450;1300;20040115;20040115;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden op schutbord onder motorkap;1655;;e11*98/14*0181*04;ZZE121(W);ZZE121L-DWMDKW(1E);0;0.06;260;Nee;Nee;Nee;2955;0;2021;Logisch;00;Ja;2023-01-15T00:00:00.000;2019-07-11T00:00:00.000;2004-01-15T00:00:00.000;2004-01-15T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
JD714Z;Personenauto;TOYOTA;TOYOTA AYGO;20240224;20180210;1270;hatchback;4;WIT;Niet geregistreerd;3;998;815;1240;915;;;20160224;20160224;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;onder r. voorzitting;1240;AB1;e11*2001/116*0236*12;KGB40(H);KGB40L-AHMRKW(1N);0;0.06;234;Nee;Nee;Nee;1240;0;2022;Logisch;00;Ja;2024-02-24T00:00:00.000;2018-02-10T00:00:00.000;2016-02-24T00:00:00.000;2016-02-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12195;;;;;;;;;;;;;;;
58RFPD;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20230223;20120725;6137;stationwagen;5;GRIJS;Niet geregistreerd;4;1598;1330;2035;1430;450;1200;20050304;20050304;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;;e11*2001/116*0222*02;ZNR10(W);ZNR10L-GWMEKW(1C);0;0.06;275;Nee;Nee;Nee;3235;0;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2012-07-25T00:00:00.000;2005-03-04T00:00:00.000;2005-03-04T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;26350;;;;;;;;;;;;;;;
XT997J;Personenauto;TOYOTA;TOYOTA COROLLA;20230318;20200104;1582;stationwagen;5;GRIJS;Niet geregistreerd;4;1987;1345;1955;1445;450;750;20190318;20190318;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;;1955;ZE1HE(EU,M);e6*2007/46*0318*00;MZEH12(W);MZEH12L-DWXGBW(2A);0;0.08;270;Nee;Nee;Nee;2705;0;2021;Logisch;00;Ja;2023-03-18T00:00:00.000;2020-01-04T00:00:00.000;2019-03-18T00:00:00.000;2019-03-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;41855;0;;;;;;;;;;;;;;
PP541H;Personenauto;TOYOTA;TOYOTA AYGO;20230818;20170818;1297;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1240;915;;;20170818;20170818;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;r. voorste dwarsbalk;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMRKW(1P);0;0.06;234;Nee;Nee;Nee;1240;0;2022;Logisch;00;Ja;2023-08-18T00:00:00.000;2017-08-18T00:00:00.000;2017-08-18T00:00:00.000;2017-08-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12905;0;;;;;;;;;;;;;;
95HRJ9;Personenauto;TOYOTA;TOYOTA YARIS;20230206;20211206;2784;MPV;5;ROOD;Niet geregistreerd;4;1298;995;1480;1095;547;900;20090203;20090203;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*01;SCP90(G);SCP90L-CGMGKW(1B);1;0.06;246;Nee;Ja;Nee;2380;0;2021;Logisch;00;Ja;2023-02-06T00:00:00.000;2021-12-06T00:00:00.000;2009-02-03T00:00:00.000;2009-02-03T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14899;;;;;;;;;;;;;;;
90TGL3;Personenauto;TOYOTA;TOYOTA YARIS;20220615;20170616;;MPV;5;BLAUW;Niet geregistreerd;3;998;955;1430;1055;527;750;20120131;20120131;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1430;XP13M(A);e11*2007/46*0152*01;KSP13F(MH);KSP130L-CHMNKW(2B);0;0.05;251;Nee;Nee;Nee;2180;0;2021;Logisch;00;Ja;2022-06-15T00:00:00.000;2017-06-16T00:00:00.000;2012-01-31T00:00:00.000;2012-01-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14161;0;;;;;;;;;;;;;;
96NZF7;Personenauto;TOYOTA;TOYOTA AYGO;20230103;20210821;;hatchback;4;WIT;Niet geregistreerd;3;998;795;1180;895;;;20110103;20110103;Geen verstrekking in Open Data;Ja;2;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1180;AB1;e11*2001/116*0236*08;KGB10(G);KGB10L-AGMGKW(3J);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2021-08-21T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10500;;;;;;;;;;;;;;;
XZPL12;Personenauto;TOYOTA;TOYOTA COROLLA;20221228;20080104;3386;hatchback;5;GRIJS;Niet geregistreerd;4;1587;1055;1615;1155;450;1200;19990322;19990322;Geen verstrekking in Open Data;Ja;2;4;0;0;410;0;M1;midden tegen schutbord onder motorkap;1615;;e6*95/54*0043*01;AE111(GM);AE111L-AGMNKW(11);1;0.07;247;Nee;Nee;Nee;2815;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2008-01-04T00:00:00.000;1999-03-22T00:00:00.000;1999-03-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
RR603R;Personenauto;TOYOTA;TOYOTA AYGO;20240105;20181222;1447;hatchback;4;GRIJS;Niet geregistreerd;3;998;830;1240;930;;;20180105;20180105;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;r. voorste dwarsbalk;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMGKW(1P);0;0.05;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2024-01-05T00:00:00.000;2018-12-22T00:00:00.000;2018-01-05T00:00:00.000;2018-01-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13860;0;;;;;;;;;;;;;;
09ZLD6;Personenauto;TOYOTA;TOYOTA AYGO;20221228;20151211;;hatchback;4;BRUIN;Niet geregistreerd;3;998;805;1190;905;;;20121228;20121228;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*09;KGB10(H);KGB10L-AHMGKW(3K);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2015-12-11T00:00:00.000;2012-12-28T00:00:00.000;2012-12-28T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10620;;;;;;;;;;;;;;;
40TLBB;Personenauto;TOYOTA;TOYOTA PRIUS;20230111;20080616;2386;hatchback;5;GRIJS;Niet geregistreerd;4;1497;1275;1725;1375;;;20061026;20061026;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;;e11*2001/116*0200*03;NHW20(E);NHW20L-AHEEBW(1D);0;0;270;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-11T00:00:00.000;2008-06-16T00:00:00.000;2006-10-26T00:00:00.000;2006-10-26T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28520;;;;;;;;;;;;;;;
LJHB96;Personenauto;TOYOTA;CARINA E 1.6 XLI E2;20220501;20211223;4092;sedan;;ROOD;Niet geregistreerd;4;1587;1099;1600;1199;500;1300;19950501;19950501;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1600;;;;;0;0.07;258;Nee;Nee;Nee;2900;;2021;Logisch;00;Ja;2022-05-01T00:00:00.000;2021-12-23T00:00:00.000;1995-05-01T00:00:00.000;1995-05-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
HR155T;Personenauto;TOYOTA;TOYOTA AURIS;20221223;20210604;667;MPV;5;ZWART;Niet geregistreerd;4;1798;1310;1865;1410;345;345;20151222;20151222;Geen verstrekking in Open Data;Ja;4;4;0;0;460;0;M1;onder r. voorzitting;1865;HE15U(A);e11*2007/46*0018*10;ZWE186(W);ZWE186L-DWXGBW(7V);0;0.05;260;Nee;Nee;Ja;2210;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2021-06-04T00:00:00.000;2015-12-22T00:00:00.000;2015-12-22T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;31445;;;;;;;;;;;;;;;
84ZGBP;Personenauto;TOYOTA;TOYOTA AURIS;20230130;20110226;4885;hatchback;5;GRIJS;Niet geregistreerd;4;1398;1225;1720;1325;450;1000;20080130;20080130;Geen verstrekking in Open Data;Ja;4;4;0;0;422;0;M1;op bodemplaat by r. voorzitting;1720;;e11*2001/116*0305*00;ZZE150(H);ZZE150L-DHMNKW(1A);0;0.05;260;Nee;Nee;Nee;2720;0;2021;Logisch;00;Ja;2023-01-30T00:00:00.000;2011-02-26T00:00:00.000;2008-01-30T00:00:00.000;2008-01-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;21800;;;;;;;;;;;;;;;
51LBXP;Personenauto;TOYOTA;YARIS;20230219;20180214;2944;hatchback;5;GRIJS;Niet geregistreerd;4;1298;870;1365;970;400;900;20021105;20021105;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1365;;e2*98/14*0248*02;SCP12(H);SCP12L-CHMNKW(1C);0;0.07;237;Nee;Ja;Nee;2265;0;2022;Logisch;00;Ja;2023-02-19T00:00:00.000;2018-02-14T00:00:00.000;2002-11-05T00:00:00.000;2002-11-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
50KZT3;Personenauto;TOYOTA;TOYOTA AYGO;20230219;20220217;;hatchback;4;BLAUW;Niet geregistreerd;3;998;780;1190;880;;;20100315;20100315;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-02-19T00:00:00.000;2022-02-17T00:00:00.000;2010-03-15T00:00:00.000;2010-03-15T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9790;;;;;;;;;;;;;;;
SB509N;Personenauto;TOYOTA;TOYOTA AYGO;20240310;20180310;1447;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1240;915;;;20180310;20180310;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;r. voorste dwarsbalk;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMRKW(1P);0;0.06;234;Nee;Nee;Nee;1240;0;2022;Logisch;00;Ja;2024-03-10T00:00:00.000;2018-03-10T00:00:00.000;2018-03-10T00:00:00.000;2018-03-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13060;0;;;;;;;;;;;;;;
48SNFJ;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20230215;20150418;8529;stationwagen;5;GRIJS;Niet geregistreerd;4;2231;1485;2165;1585;450;1300;20060306;20060306;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2165;;e11*2001/116*0222*03;AUR10(WH);AUR10L-GWFEXW(1D);0;0.08;275;Nee;Nee;Nee;3465;0;2021;Logisch;00;Ja;2023-02-15T00:00:00.000;2015-04-18T00:00:00.000;2006-03-06T00:00:00.000;2006-03-06T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;31700;;;;;;;;;;;;;;;
17SXL8;Personenauto;TOYOTA;TOYOTA YARIS;20221224;20210814;1825;MPV;5;ROOD;Niet geregistreerd;4;1329;1000;1470;1100;550;900;20111224;20111224;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1470;XP13M(A);e11*2007/46*0152*01;NSP13F(MH);NSP130L-CHFNKW(1B);0;0.07;251;Nee;Nee;Nee;2370;0;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2021-08-14T00:00:00.000;2011-12-24T00:00:00.000;2011-12-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17731;0;;;;;;;;;;;;;;
64STKR;Personenauto;TOYOTA;TOYOTA AYGO;20230216;20220218;1826;hatchback;4;GRIJS;Niet geregistreerd;3;998;805;1190;905;;;20060426;20060426;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*02;KGB10(H);KGB10L-AHMGKW(1C);0;0.06;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-02-16T00:00:00.000;2022-02-18T00:00:00.000;2006-04-26T00:00:00.000;2006-04-26T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10690;;;;;;;;;;;;;;;
40XTV3;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20230227;20190228;;MPV;5;ROOD;Niet geregistreerd;4;1497;1060;1565;1160;;;20120810;20120810;Geen verstrekking in Open Data;Ja;4;4;0;0;391;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*02;NHP13(MH);NHP130L-CHXNBW(1C);0;0.01;251;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-02-27T00:00:00.000;2019-02-28T00:00:00.000;2012-08-10T00:00:00.000;2012-08-10T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;18975;;;;;;;;;;;;;;;
8KVB99;Personenauto;TOYOTA;TOYOTA AYGO;20220830;20220206;;hatchback;4;ROOD;Niet geregistreerd;3;998;815;1190;915;;;20090422;20130823;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHGGKW(1G);0;0.05;234;Nee;Ja;Nee;0;0;2021;Geen oordeel;05;Ja;2022-08-30T00:00:00.000;2022-02-06T00:00:00.000;2009-04-22T00:00:00.000;2013-08-23T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;;;;;;
96NJN8;Personenauto;TOYOTA;TOYOTA YARIS;20220929;20191223;1203;MPV;5;GRIJS;Niet geregistreerd;4;1329;1015;1480;1115;550;900;20100929;20100929;Geen verstrekking in Open Data;Ja;2;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*05;NSP90(G);NSP90L-CGFRKW(3F);0;0.07;246;Nee;Nee;Nee;2380;0;2021;Logisch;00;Ja;2022-09-29T00:00:00.000;2019-12-23T00:00:00.000;2010-09-29T00:00:00.000;2010-09-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13950;0;;;;;;;;;;;;;;
JV408P;Personenauto;TOYOTA;TOYOTA AURIS;20231206;20211221;856;MPV;5;BLAUW;Niet geregistreerd;4;1798;1285;1815;1385;385;385;20160630;20160630;Geen verstrekking in Open Data;Ja;4;4;0;0;433;0;M1;onder r. voorzitting;1815;HE15U(A);e11*2007/46*0018*10;ZWE186(H);ZWE186L-DHXNBW(6V);0;0.05;260;Nee;Nee;Nee;2200;0;2021;Logisch;00;Ja;2023-12-06T00:00:00.000;2021-12-21T00:00:00.000;2016-06-30T00:00:00.000;2016-06-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25445;;;;;;;;;;;;;;;
92XRZB;Personenauto;TOYOTA;TOYOTA YARIS;20221228;20200506;6062;MPV;5;BLAUW;Niet geregistreerd;4;1364;1030;1525;1130;550;1050;20070920;20070920;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1525;XP9F(A);e11*2001/116*0249*01;NLP90(H);NLP90L-CHMGXW(1B);0;0.06;246;Nee;Nee;Nee;2575;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2020-05-06T00:00:00.000;2007-09-20T00:00:00.000;2007-09-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;21160;;;;;;;;;;;;;;;
H318XF;Personenauto;TOYOTA;TOYOTA COROLLA;20240519;20220331;974;stationwagen;5;GRIJS;Niet geregistreerd;4;1798;1265;1835;1365;450;750;20200519;20200610;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;;1835;ZE1HE(EU,M);e6*2007/46*0318*03;ZWE211(W);ZWE211L-DWXNBW(1D);1;0.03;270;Nee;Nee;Nee;2585;0;2022;Logisch;00;Ja;2024-05-19T00:00:00.000;2022-03-31T00:00:00.000;2020-05-19T00:00:00.000;2020-06-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;31582;0;;180;144;;;;;;;;;;;
KR718S;Personenauto;TOYOTA;TOYOTA AYGO;20240110;20200113;1270;hatchback;4;WIT;Niet geregistreerd;3;998;815;1240;915;;;20161117;20161117;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;onder r. voorzitting;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMRKW(1P);0;0.06;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2024-01-10T00:00:00.000;2020-01-13T00:00:00.000;2016-11-17T00:00:00.000;2016-11-17T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12395;0;;;;;;;;;;;;;;
69JFJ7;Personenauto;TOYOTA;TOYOTA AYGO;20221228;20181228;;hatchback;4;WIT;Niet geregistreerd;3;998;805;1190;905;;;20090501;20090501;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*06;KGB10(H);KGB10L-AHMGKW(1G);0;0.06;234;Nee;Ja;Nee;0;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2018-12-28T00:00:00.000;2009-05-01T00:00:00.000;2009-05-01T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10459;;;;;;;;;;;;;;;
13NFT5;Personenauto;TOYOTA;TOYOTA AYGO;20221228;20151229;;hatchback;4;GRIJS;Niet geregistreerd;3;998;805;1190;905;;;20100902;20100902;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2015-12-29T00:00:00.000;2010-09-02T00:00:00.000;2010-09-02T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10290;;;;;;;;;;;;;;;
