kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;type;laadvermogen;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;aanhangwagen_autonoom_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt
3ZPG75;Personenauto;OPEL;MOKKA;20231223;20211224;5847;MPV;5;BRUIN;Niet geregistreerd;4;1364;1294;1828;1394;500;1200;20150223;20150223;Geen verstrekking in Open Data;28057;Ja;4;4;0;0;428;0;M1;r. schutbord;1828;e4*2007/46*0537*09;JMXXFXX;M44PFXGXHHB;0;0.07;256;Nee;Nee;Nee;3028;0;2021;Logisch;00;Ja;2023-12-23T00:00:00.000;2021-12-24T00:00:00.000;2015-02-23T00:00:00.000;2015-02-23T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;J-A;;;0;;;;;;;;;;;
29KNH1;Personenauto;OPEL;CORSA;20230117;20190822;2540;MPV;5;WIT;Niet geregistreerd;4;1364;1040;1585;1140;500;1000;20100106;20100106;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1585;e1*2001/116*0379*10;FC11;1A03A5KBCC5;0;0.06;251;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2019-08-22T00:00:00.000;2010-01-06T00:00:00.000;2010-01-06T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
58NZDX;Personenauto;OPEL;ASTRA-G-CARAVAN;20230208;20190209;3623;stationwagen;5;ZWART;Niet geregistreerd;4;1598;1135;1730;1235;570;1000;20040331;20040331;Geen verstrekking in Open Data;;Ja;4;4;0;0;429;0;M1;op bodemplaat by r. voorzitting;1730;e1*98/14*0087*16;FR11;2A16AP12FDD5;0;0.05;261;Nee;Nee;Nee;2730;0;2021;Logisch;00;Ja;2023-02-08T00:00:00.000;2019-02-09T00:00:00.000;2004-03-31T00:00:00.000;2004-03-31T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
H486BV;Personenauto;OPEL;ASTRA SPORTS TOURER;;20220329;4206;stationwagen;5;GRIJS;Niet geregistreerd;3;1496;1295;1945;1395;680;1300;20200210;20200210;Geen verstrekking in Open Data;30095;Ja;5;4;0;0;470;181;M1;;1945;e4*2007/46*0996*19;DA076CD12;BD2BAYJUD15;0;0.06;266;Ja;Nee;Nee;3200;0;2022;Logisch;00;Nee;;2022-03-29T00:00:00.000;2020-02-10T00:00:00.000;2020-02-10T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;B-K;;;0;;;200;151;;;;;;;
25LGB5;Personenauto;OPEL;CORSA;20230409;20161031;2872;hatchback;5;BEIGE;Niet geregistreerd;4;1398;1063;1615;1163;500;1000;20100408;20100408;Geen verstrekking in Open Data;18194;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1615;e1*2001/116*0379*12;PR11;1A06A8L0ACA5;0;0.06;251;Nee;Nee;Nee;2590;0;2022;Logisch;00;Ja;2023-04-09T00:00:00.000;2016-10-31T00:00:00.000;2010-04-08T00:00:00.000;2010-04-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
29PGJX;Personenauto;OPEL;AGILA;20221223;20211224;2191;MPV;5;BLAUW;Niet geregistreerd;4;1199;955;1450;1055;350;650;20040609;20040609;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. tegen schutbord onder motorkap;1450;e1*98/14*0141*08;AB11;1A06A4DAAA5;0;0.05;236;Nee;Nee;Nee;2127;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2021-12-24T00:00:00.000;2004-06-09T00:00:00.000;2004-06-09T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
TZTG30;Personenauto;OPEL;OMEGA-B-CARAVAN;20230218;20171121;8087;stationwagen;5;BLAUW;Niet geregistreerd;4;1998;1510;2165;1610;750;1550;19980917;19980917;Geen verstrekking in Open Data;;Ja;4;4;0;0;482;0;M1;op bodemplaat by r. voorzitting;2165;e1*96/79*0078*03;BB11;2A03FCDCC5;1;0.06;273;Nee;Nee;Nee;3715;0;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2017-11-21T00:00:00.000;1998-09-17T00:00:00.000;1998-09-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
01PBTV;Personenauto;OPEL;MERIVA-A;20221219;20211223;3575;MPV;5;GRIJS;Niet geregistreerd;4;1598;1250;1805;1350;675;1200;20040429;20040429;Geen verstrekking in Open Data;;Ja;4;4;0;0;404;0;M1;op bodemplaat by r. voorzitting;1805;e1*2001/116*0215*03;AA11;1A01A1ABAD5;0;0.05;263;Nee;Nee;Nee;2830;0;2021;Logisch;00;Ja;2022-12-19T00:00:00.000;2021-12-23T00:00:00.000;2004-04-29T00:00:00.000;2004-04-29T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
V593BX;Bedrijfsauto;OPEL;VIVARO-B;20230106;20170106;9498;gesloten opbouw;6;N.v.t.;N.v.t.;4;1598;1811;3010;1911;750;;20170106;20170106;Geen verstrekking in Open Data;39167;Ja;0;4;0;0;540;196;N1;tussen r. voorzitting en deurdorpel;3010;e1*2007/46*0575*15;2118;SFASB3;0;0.05;350;Nee;Nee;Nee;5010;0;2021;Logisch;00;Ja;2023-01-06T00:00:00.000;2017-01-06T00:00:00.000;2017-01-06T00:00:00.000;2017-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1199;2000;0;;;;;;;;;;;
SN436V;Personenauto;OPEL;CORSA-E;20231217;20211224;3256;hatchback;5;ROOD;Niet geregistreerd;4;1398;1063;1640;1163;550;800;20160429;20180508;Geen verstrekking in Open Data;23481;Ja;5;4;0;0;402;0;M1;op bodemplaat by r. voorzitting;1640;e1*2001/116*0379*36;CADRC12;BX2E6EFXJ5;0;0.06;251;Nee;Nee;Nee;2480;0;2021;Geen oordeel;05;Ja;2023-12-17T00:00:00.000;2021-12-24T00:00:00.000;2016-04-29T00:00:00.000;2018-05-08T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
75SVB5;Personenauto;OPEL;AGILA;20230218;20211029;;stationwagen;5;GRIJS;Niet geregistreerd;3;996;950;1485;1050;;;20111201;20111201;Geen verstrekking in Open Data;12740;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*09;AE11;1AAAA1AAAA5;0;0.05;236;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2021-10-29T00:00:00.000;2011-12-01T00:00:00.000;2011-12-01T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
1ZLF61;Personenauto;OPEL;CORSA;20230321;20210922;1424;MPV;5;GRIJS;Niet geregistreerd;4;1229;1063;1625;1163;500;750;20140321;20150216;Geen verstrekking in Open Data;18349;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1625;e1*2001/116*0379*27;KN11;4A06D5B2DKA5;0;0.05;251;Nee;Nee;Nee;2395;0;2022;Geen oordeel;05;Ja;2023-03-21T00:00:00.000;2021-09-22T00:00:00.000;2014-03-21T00:00:00.000;2015-02-16T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;0;;;;;;;;;
06SBFS;Personenauto;OPEL;ASTRA STATION WAGON;20230313;20160526;4962;stationwagen;5;ZWART;Niet geregistreerd;4;1598;1215;1860;1315;650;1100;20051102;20051102;Geen verstrekking in Open Data;22127;Ja;4;4;0;0;452;0;M1;op bodemplaat by r. voorzitting;1860;e1*2001/116*0293*01;FB11;1A02A5EABG5;0;0.06;270;Nee;Nee;Nee;2990;0;2022;Logisch;00;Ja;2023-03-13T00:00:00.000;2016-05-26T00:00:00.000;2005-11-02T00:00:00.000;2005-11-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
JP776N;Personenauto;OPEL;CORSA-E;20240102;20170923;1960;MPV;5;ZWART;Niet geregistreerd;3;999;1063;1650;1163;560;1200;20160524;20160524;Geen verstrekking in Open Data;17990;Ja;3;4;0;0;0;0;M1;in bodemplaat r. v.;1650;e1*2001/116*0379*36;BAABC12;BX2D6KH9A5;0;0.06;251;Nee;Nee;Nee;2880;0;2021;Logisch;00;Ja;2024-01-02T00:00:00.000;2017-09-23T00:00:00.000;2016-05-24T00:00:00.000;2016-05-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
03KNH2;Personenauto;OPEL;CORSA;20230110;20100107;2728;MPV;5;GRIJS;Niet geregistreerd;4;1364;1063;1615;1163;500;1000;20100107;20100107;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1615;e1*2001/116*0379*10;PC11;1A06A8LBCC5;0;0.06;251;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2023-01-10T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
70JDNG;Personenauto;OPEL;AGILA;20230305;20220218;1756;MPV;4;BLAUW;Niet geregistreerd;4;1199;930;1370;1030;350;650;20020225;20020225;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;r. tegen schutbord onder motorkap;1370;e1*98/14*0141*05;AB11;1A04A2BAAA4;0;0.05;236;Nee;Nee;Nee;1990;0;2022;Logisch;00;Ja;2023-03-05T00:00:00.000;2022-02-18T00:00:00.000;2002-02-25T00:00:00.000;2002-02-25T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
81SHLD;Personenauto;OPEL;SIGNUM;20230112;20081003;8407;hatchback;5;GRIJS;Niet geregistreerd;4;2198;1450;2075;1550;750;1500;20060112;20060112;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2075;e1*2001/116*0291*03;HD11;1A22BCAXNPB5;0;0.07;283;Nee;Nee;Nee;3575;0;2021;Logisch;00;Ja;2023-01-12T00:00:00.000;2008-10-03T00:00:00.000;2006-01-12T00:00:00.000;2006-01-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
21GSTK;Personenauto;OPEL;AGILA;20230121;20190423;1627;MPV;4;GROEN;Niet geregistreerd;3;973;915;1355;1015;350;650;20010314;20010314;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;r. tegen schutbord onder motorkap;1355;e1*98/14*0141*02;AA11;1A03A1AABA4;1;0.04;236;Nee;Nee;Nee;1975;0;2021;Logisch;00;Ja;2023-01-21T00:00:00.000;2019-04-23T00:00:00.000;2001-03-14T00:00:00.000;2001-03-14T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;;;;;;;;;;;
29NZJ8;Personenauto;OPEL;CORSA;20221224;20101224;2708;MPV;5;ZWART;Niet geregistreerd;4;1398;1063;1615;1163;500;1000;20101224;20101224;Geen verstrekking in Open Data;17315;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1615;e1*2001/116*0379*15;PR11;1AACA8L0ACA5;0;0.06;251;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2022-12-24T00:00:00.000;2010-12-24T00:00:00.000;2010-12-24T00:00:00.000;2010-12-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
RV585P;Personenauto;OPEL;ASTRA SPORTS TOURER;20230215;20180215;3781;stationwagen;5;GRIJS;Niet geregistreerd;4;1598;1293;1930;1393;670;1400;20180215;20180215;Geen verstrekking in Open Data;28158;Ja;5;4;0;0;470;0;M1;in bodemplaat r. v.;1930;e4*2007/46*0996*11;DA0FDBB12;BA2H1FBBA5;0;0.06;266;Nee;Nee;Nee;3330;0;2021;Logisch;00;Ja;2023-02-15T00:00:00.000;2018-02-15T00:00:00.000;2018-02-15T00:00:00.000;2018-02-15T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;B-K;;;0;;;;;;;;;;;
72PXD9;Personenauto;OPEL;AGILA;20221222;20211224;991;stationwagen;5;ZWART;Niet geregistreerd;3;996;950;1485;1050;;;20110331;20110331;Geen verstrekking in Open Data;12113;Ja;4;4;0;0;374;0;M1;op r. schroefveerkoker onder motorkap;1485;e4*2001/116*0135*07;AE11;1AAAA1AAAA5;0;0.05;236;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-12-24T00:00:00.000;2011-03-31T00:00:00.000;2011-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;H-B;;;;;;;;;;;;;;
TL363G;Personenauto;OPEL;ASTRA SPORTS TOURER;20231224;20211126;2772;stationwagen;5;GRIJS;Niet geregistreerd;3;999;1178;1850;1278;620;1150;20180831;20180831;Geen verstrekking in Open Data;25271;Nee;5;4;0;0;470;0;M1;;1850;e4*2007/46*0996*11;DA0ABAB12;BA2E4EANA5;0;0.06;266;Nee;Nee;Nee;3000;0;2021;Logisch;00;Ja;2023-12-24T00:00:00.000;2021-11-26T00:00:00.000;2018-08-31T00:00:00.000;2018-08-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;B-K;;;0;;;;;;;;;;;
HP721L;Personenauto;OPEL;ZAFIRA TOURER;20221217;20211224;5884;MPV;7;GRIJS;Niet geregistreerd;4;1598;1601;2410;1701;750;1450;20151211;20151211;Geen verstrekking in Open Data;33485;Ja;5;4;0;0;466;0;M1;in bodemplaat r. v.;2410;e4*2007/46*0204*20;EAEGC12;BA2R5FPHA7;0;0.06;276;Nee;Nee;Nee;3900;0;2021;Logisch;00;Ja;2022-12-17T00:00:00.000;2021-12-24T00:00:00.000;2015-12-11T00:00:00.000;2015-12-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P-J/SW;;;0;;;;;;;;;;;
GJDN11;Personenauto;OPEL;VECTRA C2.5XE HATCHBACK  AUTOMATIC E2;20230418;20080729;5264;hatchback;;ROOD;Niet geregistreerd;6;2498;1349;1785;1449;660;1350;19930408;19930408;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1785;;;;0;0.09;260;Nee;Nee;Nee;3135;;2022;Geen oordeel;07;Ja;2023-04-18T00:00:00.000;2008-07-29T00:00:00.000;1993-04-08T00:00:00.000;1993-04-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;0;;;;;G3 gasinstallatie;;;;
5SRT12;Personenauto;OPEL;ASTRA SPORTS TOURER;20221220;20211224;5125;stationwagen;5;GRIJS;Niet geregistreerd;4;1362;1371;2040;1471;710;1200;20131128;20131128;Geen verstrekking in Open Data;24119;Ja;5;4;0;0;470;0;M1;r. voorzitting;2040;e4*2007/46*0204*10;DADAC12;BA1J1JDWA5;0;0.06;269;Nee;Nee;Nee;3290;0;2021;Logisch;00;Ja;2022-12-20T00:00:00.000;2021-12-24T00:00:00.000;2013-11-28T00:00:00.000;2013-11-28T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P-J/SW;;;0;;;;;;;;;;;
23BLXN;Bedrijfsauto;OPEL;VIVARO 1.9DI 2.7T L1H1;20221230;20140104;;gesloten opbouw;3;N.v.t.;N.v.t.;4;1870;1680;2700;1780;750;2000;20040312;20040312;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;190;N1;tegen deurdorpel by r. voorzitting;2700;;;;0;0.03;310;Nee;Nee;Nee;4700;;2021;Logisch;00;Ja;2022-12-30T00:00:00.000;2014-01-04T00:00:00.000;2004-03-12T00:00:00.000;2004-03-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;1020;2000;;2000;;;;;;;;;;
JK958S;Personenauto;OPEL;CORSA-E;20231220;20211218;3008;hatchback;5;GRIJS;Niet geregistreerd;4;1398;1063;1640;1163;;;20160422;20160422;Geen verstrekking in Open Data;19765;Ja;5;4;0;0;402;0;M1;in bodemplaat r. v.;1640;e1*2001/116*0379*36;CBDRC12;BX2F5EFXA5;0;0.06;251;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-12-20T00:00:00.000;2021-12-18T00:00:00.000;2016-04-22T00:00:00.000;2016-04-22T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
56TRZ6;Personenauto;OPEL;CORSA;20230331;20180804;;MPV;5;GRIJS;Niet geregistreerd;4;1229;1063;1605;1163;450;850;20120329;20120329;Geen verstrekking in Open Data;15994;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1605;e1*2001/116*0379*20;BZ11;1AACA7K0BDA5;0;0.05;251;Nee;Nee;Nee;2455;0;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2018-08-04T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;Af-fabriek gasinstallatie;;;;
12PJT5;Personenauto;OPEL;CORSA;20230202;20210113;1585;MPV;5;GRIJS;Niet geregistreerd;4;1229;1059;1605;1159;500;750;20110202;20110202;Geen verstrekking in Open Data;16427;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1605;e1*2001/116*0379*14;KN11;1AACA770CCA5;0;0.05;251;Nee;Nee;Nee;2255;0;2021;Logisch;00;Ja;2023-02-02T00:00:00.000;2021-01-13T00:00:00.000;2011-02-02T00:00:00.000;2011-02-02T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
5XHF79;Personenauto;OPEL;ADAM;20221221;20211223;3255;hatchback;4;WIT;Niet geregistreerd;4;1398;1020;1480;1120;;;20140731;20140731;Geen verstrekking in Open Data;17329;Ja;2;4;0;0;370;0;M1;op bodemplaat by r. voorzitting;1480;e1*2001/116*0379*28;UP11;4B06E4C5PHR4;0;0.06;231;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-21T00:00:00.000;2021-12-23T00:00:00.000;2014-07-31T00:00:00.000;2014-07-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
VT439T;Bedrijfsauto;OPEL;VIVARO-B;20230309;20200312;10607;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1711;3010;1811;750;;20160309;20160309;Geen verstrekking in Open Data;43833;Ja;0;4;0;0;540;196;N1;tussen r. voorzitting en deurdorpel;3010;e1*2007/46*0575*15;2118;SFATB3;0;0.05;350;Nee;Nee;Nee;5010;0;2022;Logisch;00;Ja;2023-03-09T00:00:00.000;2020-03-12T00:00:00.000;2016-03-09T00:00:00.000;2016-03-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1299;2000;0;;;;;;;;;;;
