kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;europese_voertuigcategorie;vermogen_massarijklaar;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;subcategorie_nederland;type;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;aantal_wielen;technische_max_massa_voertuig;typegoedkeuringsnummer;wielbasis;lengte_voertuig_minimum;lengte_voertuig_maximum;breedte_voertuig_minimum;breedte_voertuig_maximum;hoogte_voertuig_minimum;hoogte_voertuig_maximum;massa_bedrijfsklaar_minimaal;massa_bedrijfsklaar_maximaal;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
821GV0;Land- of bosbouwtrekker;JOHN DEERE;3350;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19880630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1988-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPS81F;Land- of bosbouwtrekker;JOHN DEERE;1020;20211101;Niet geregistreerd;N.v.t.;N.v.t.;19690630;20211101;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-01T00:00:00.000;1969-06-30T00:00:00.000;2021-11-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTD02R;Land- of bosbouwtrekker;JOHN DEERE;GATOR HPX;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20160630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2016-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTK69F;Land- of bosbouwtrekker;JOHN DEERE;4755;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19900630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1990-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ04V;Land- of bosbouwtrekker;JOHN DEERE;6130R;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20190630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2019-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTK44H;Land- of bosbouwtrekker;JOHN DEERE;1640;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19800630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1980-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ48X;Land- of bosbouwtrekker;JOHN DEERE;6530;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20030630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2003-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTG94G;Land- of bosbouwtrekker;JOHN DEERE;6220;20211126;Niet geregistreerd;N.v.t.;N.v.t.;20060630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;2006-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPD96F;Land- of bosbouwtrekker;JOHN DEERE;920;20211025;Niet geregistreerd;N.v.t.;N.v.t.;19680630;20211025;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-25T00:00:00.000;1968-06-30T00:00:00.000;2021-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TSF62B;Land- of bosbouwtrekker;JOHN DEERE;6110;20211116;Niet geregistreerd;N.v.t.;N.v.t.;19990630;20211116;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-16T00:00:00.000;1999-06-30T00:00:00.000;2021-11-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRZ25F;Land- of bosbouwtrekker;JOHN DEERE;1640;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19850630;20211115;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1985-06-30T00:00:00.000;2021-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTD20D;Land- of bosbouwtrekker;JOHN DEERE;6820;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20040630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2004-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPX19D;Land- of bosbouwtrekker;JOHN DEERE;X950R;20211103;Niet geregistreerd;N.v.t.;N.v.t.;20130630;20211103;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-03T00:00:00.000;2013-06-30T00:00:00.000;2021-11-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRF89T;Land- of bosbouwtrekker;JOHN DEERE;1030;20211108;Niet geregistreerd;N.v.t.;N.v.t.;19760630;20211108;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-08T00:00:00.000;1976-06-30T00:00:00.000;2021-11-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TLD86S;Land- of bosbouwtrekker;JOHN DEERE;GATOR 4X4;20211126;Niet geregistreerd;N.v.t.;N.v.t.;20090630;20210923;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;2009-06-30T00:00:00.000;2021-09-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB11F;Land- of bosbouwtrekker;JOHN DEERE;6100;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19920630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1992-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TKS24F;Land- of bosbouwtrekker;JOHN DEERE;XUV855D;20210914;Niet geregistreerd;N.v.t.;N.v.t.;20090630;20210914;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-09-14T00:00:00.000;2009-06-30T00:00:00.000;2021-09-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTF12P;Land- of bosbouwtrekker;JOHN DEERE;6230;20211126;Niet geregistreerd;N.v.t.;N.v.t.;20030630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;2003-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPX82K;Land- of bosbouwtrekker;JOHN DEERE;3320;20211103;Niet geregistreerd;N.v.t.;N.v.t.;20050630;20211103;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-03T00:00:00.000;2005-06-30T00:00:00.000;2021-11-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TXK68G;Land- of bosbouwtrekker;JOHN DEERE;1140;20211216;Niet geregistreerd;N.v.t.;N.v.t.;19860630;20211216;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-16T00:00:00.000;1986-06-30T00:00:00.000;2021-12-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTD14R;Land- of bosbouwtrekker;JOHN DEERE;6120M;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20070630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2007-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTH62F;Land- of bosbouwtrekker;JOHN DEERE;2030;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19710630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1971-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TSF54V;Land- of bosbouwtrekker;JOHN DEERE;6110;20211117;Niet geregistreerd;N.v.t.;N.v.t.;19990630;20211117;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-17T00:00:00.000;1999-06-30T00:00:00.000;2021-11-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTF72Z;Land- of bosbouwtrekker;JOHN DEERE;2030;20211126;Niet geregistreerd;N.v.t.;N.v.t.;19780630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;1978-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB97D;Land- of bosbouwtrekker;JOHN DEERE;1140;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19840630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1984-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTF51K;Land- of bosbouwtrekker;JOHN DEERE;Z997R;20211126;Niet geregistreerd;N.v.t.;N.v.t.;20150630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;2015-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTG67X;Land- of bosbouwtrekker;JOHN DEERE;6130;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20090630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2009-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TLP77T;Land- of bosbouwtrekker;JOHN DEERE;6100;20211004;Niet geregistreerd;N.v.t.;N.v.t.;20200630;20211004;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-04T00:00:00.000;2020-06-30T00:00:00.000;2021-10-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB44D;Land- of bosbouwtrekker;JOHN DEERE;1120;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19710630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1971-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TNT68S;Land- of bosbouwtrekker;JOHN DEERE;6610;20211021;Niet geregistreerd;N.v.t.;N.v.t.;19990630;20211021;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-21T00:00:00.000;1999-06-30T00:00:00.000;2021-10-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TFL33R;Land- of bosbouwtrekker;JOHN DEERE;2850;20210407;Niet geregistreerd;N.v.t.;N.v.t.;19900630;20210407;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-04-07T00:00:00.000;1990-06-30T00:00:00.000;2021-04-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TKZ40R;Land- of bosbouwtrekker;JOHN DEERE;6175R;20210921;Niet geregistreerd;N.v.t.;N.v.t.;20190630;20210921;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-09-21T00:00:00.000;2019-06-30T00:00:00.000;2021-09-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRZ60P;Land- of bosbouwtrekker;JOHN DEERE;50;20211116;Niet geregistreerd;N.v.t.;N.v.t.;19520630;20211116;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-16T00:00:00.000;1952-06-30T00:00:00.000;2021-11-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TNK93H;Land- of bosbouwtrekker;JOHN DEERE;075;20211015;Niet geregistreerd;N.v.t.;N.v.t.;20170630;20211015;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-15T00:00:00.000;2017-06-30T00:00:00.000;2021-10-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTL14N;Land- of bosbouwtrekker;JOHN DEERE;1130;20211130;Niet geregistreerd;N.v.t.;N.v.t.;19750630;20211130;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-30T00:00:00.000;1975-06-30T00:00:00.000;2021-11-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TGZ43H;Land- of bosbouwtrekker;JOHN DEERE;6330;20210609;Niet geregistreerd;N.v.t.;N.v.t.;20090630;20210609;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-06-09T00:00:00.000;2009-06-30T00:00:00.000;2021-06-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTJ18V;Land- of bosbouwtrekker;JOHN DEERE;6830;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20110630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2011-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTK33S;Land- of bosbouwtrekker;JOHN DEERE;6830;20211129;Niet geregistreerd;N.v.t.;N.v.t.;20090630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;2009-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTF92L;Land- of bosbouwtrekker;JOHN DEERE;3140;20211126;Niet geregistreerd;N.v.t.;N.v.t.;19860630;20211126;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-26T00:00:00.000;1986-06-30T00:00:00.000;2021-11-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB41N;Land- of bosbouwtrekker;JOHN DEERE;6230 PREMIUM;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20120630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2012-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTH54Z;Land- of bosbouwtrekker;JOHN DEERE;2130;20211129;Niet geregistreerd;N.v.t.;N.v.t.;19730630;20211129;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-29T00:00:00.000;1973-06-30T00:00:00.000;2021-11-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTD97L;Land- of bosbouwtrekker;JOHN DEERE;5085M;20211125;Niet geregistreerd;N.v.t.;N.v.t.;20150630;20211125;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;2015-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
