kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;europese_voertuigcategorie;vermogen_massarijklaar;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;subcategorie_nederland;type;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;aantal_wielen;technische_max_massa_voertuig;typegoedkeuringsnummer;wielbasis;lengte_voertuig_minimum;lengte_voertuig_maximum;breedte_voertuig_minimum;breedte_voertuig_maximum;hoogte_voertuig_minimum;hoogte_voertuig_maximum;massa_bedrijfsklaar_minimaal;massa_bedrijfsklaar_maximaal;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt
TSJ66B;Land- of bosbouwtrekker;JOHN DEERE;6105R;20211118;Niet geregistreerd;N.v.t.;N.v.t.;20140630;20211118;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-18T00:00:00.000;2014-06-30T00:00:00.000;2021-11-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRF81Z;Land- of bosbouwtrekker;JOHN DEERE;5820;20211108;Niet geregistreerd;N.v.t.;N.v.t.;20080630;20211108;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-08T00:00:00.000;2008-06-30T00:00:00.000;2021-11-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTR56T;Land- of bosbouwtrekker;JOHN DEERE;3130;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19750630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1975-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TBG82J;Land- of bosbouwtrekker;JOHN DEERE;6400;20210115;Niet geregistreerd;N.v.t.;N.v.t.;19940630;20210115;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-01-15T00:00:00.000;1994-06-30T00:00:00.000;2021-01-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP89B;Land- of bosbouwtrekker;JOHN DEERE;A;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19480630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1948-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP02N;Land- of bosbouwtrekker;JOHN DEERE;4720;20211201;Niet geregistreerd;N.v.t.;N.v.t.;20130630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2013-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TRV90L;Land- of bosbouwtrekker;JOHN DEERE;2250;20211115;Niet geregistreerd;N.v.t.;N.v.t.;19880630;20211115;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-15T00:00:00.000;1988-06-30T00:00:00.000;2021-11-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP74P;Land- of bosbouwtrekker;JOHN DEERE;2120;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19640630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1964-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TNN15F;Land- of bosbouwtrekker;JOHN DEERE;2020;20211018;Niet geregistreerd;N.v.t.;N.v.t.;19700630;20211018;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-18T00:00:00.000;1970-06-30T00:00:00.000;2021-10-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTR59J;Land- of bosbouwtrekker;JOHN DEERE;2030;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19750630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1975-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TBB18H;Land- of bosbouwtrekker;JOHN DEERE;6810;20210106;Niet geregistreerd;N.v.t.;N.v.t.;20010630;20210106;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-01-06T00:00:00.000;2001-06-30T00:00:00.000;2021-01-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP58N;Land- of bosbouwtrekker;JOHN DEERE;6215R;20211201;Niet geregistreerd;N.v.t.;N.v.t.;20170630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2017-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TPD69B;Land- of bosbouwtrekker;JOHN DEERE;1030;20211025;Niet geregistreerd;N.v.t.;N.v.t.;19750630;20211025;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-25T00:00:00.000;1975-06-30T00:00:00.000;2021-10-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TBN03N;Land- of bosbouwtrekker;JOHN DEERE;6920;20210125;Niet geregistreerd;N.v.t.;N.v.t.;20050630;20210125;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-01-25T00:00:00.000;2005-06-30T00:00:00.000;2021-01-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTB06G;Land- of bosbouwtrekker;JOHN DEERE;1040;20211125;Niet geregistreerd;N.v.t.;N.v.t.;19840630;20211125;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-25T00:00:00.000;1984-06-30T00:00:00.000;2021-11-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TNP93R;Land- of bosbouwtrekker;JOHN DEERE;6400;20211019;Niet geregistreerd;N.v.t.;N.v.t.;19970630;20211019;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-10-19T00:00:00.000;1997-06-30T00:00:00.000;2021-10-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TKK58L;Land- of bosbouwtrekker;JOHN DEERE;Z997R;20210907;Niet geregistreerd;N.v.t.;N.v.t.;20150630;20210907;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-09-07T00:00:00.000;2015-06-30T00:00:00.000;2021-09-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTR62J;Land- of bosbouwtrekker;JOHN DEERE;2250;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19870630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1987-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
370GV3;Land- of bosbouwtrekker;JOHN DEERE;310;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19650630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1965-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
THG67L;Land- of bosbouwtrekker;JOHN DEERE;6520;20210621;Niet geregistreerd;N.v.t.;N.v.t.;20050630;20210621;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-06-21T00:00:00.000;2005-06-30T00:00:00.000;2021-06-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TLJ45P;Land- of bosbouwtrekker;JOHN DEERE;6630;20210929;Niet geregistreerd;N.v.t.;N.v.t.;20120630;20210929;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-09-29T00:00:00.000;2012-06-30T00:00:00.000;2021-09-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TJL54S;Land- of bosbouwtrekker;JOHN DEERE;1020;20210809;Niet geregistreerd;N.v.t.;N.v.t.;19720630;20210809;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-08-09T00:00:00.000;1972-06-30T00:00:00.000;2021-08-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTR23L;Land- of bosbouwtrekker;JOHN DEERE;855;20211201;Niet geregistreerd;N.v.t.;N.v.t.;20160630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2016-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
T65DPH;Land- of bosbouwtrekker;JOHN DEERE;3130;20220331;Niet geregistreerd;N.v.t.;N.v.t.;19720630;20220331;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2022-03-31T00:00:00.000;1972-06-30T00:00:00.000;2022-03-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP17K;Land- of bosbouwtrekker;JOHN DEERE;1140;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19840630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1984-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TKD98G;Land- of bosbouwtrekker;JOHN DEERE;2250;20210827;Niet geregistreerd;N.v.t.;N.v.t.;19930630;20210827;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-08-27T00:00:00.000;1993-06-30T00:00:00.000;2021-08-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
T33BSZ;Land- of bosbouwtrekker;JOHN DEERE;3045R;20220125;Niet geregistreerd;N.v.t.;N.v.t.;20190630;20220125;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2022-01-25T00:00:00.000;2019-06-30T00:00:00.000;2022-01-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTR52D;Land- of bosbouwtrekker;JOHN DEERE;2250;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19880630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1988-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
887GV0;Land- of bosbouwtrekker;JOHN DEERE;6175R;20211201;Niet geregistreerd;N.v.t.;N.v.t.;20170630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2017-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TJL06R;Land- of bosbouwtrekker;JOHN DEERE;6600;20210809;Niet geregistreerd;N.v.t.;N.v.t.;19960630;20210809;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-08-09T00:00:00.000;1996-06-30T00:00:00.000;2021-08-09T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TZT72L;Land- of bosbouwtrekker;JOHN DEERE;6820;20220331;Niet geregistreerd;N.v.t.;N.v.t.;20040630;20211230;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2022-03-31T00:00:00.000;2004-06-30T00:00:00.000;2021-12-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP38F;Land- of bosbouwtrekker;JOHN DEERE;6230 PREMIUM;20211201;Niet geregistreerd;N.v.t.;N.v.t.;20070630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2007-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP36L;Land- of bosbouwtrekker;JOHN DEERE;2250;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19870630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1987-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TJX18B;Land- of bosbouwtrekker;JOHN DEERE;6530;20210823;Niet geregistreerd;N.v.t.;N.v.t.;20070630;20210823;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-08-23T00:00:00.000;2007-06-30T00:00:00.000;2021-08-23T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTR21X;Land- of bosbouwtrekker;JOHN DEERE;1640;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19800630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1980-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TSF05H;Land- of bosbouwtrekker;JOHN DEERE;6330;20211116;Niet geregistreerd;N.v.t.;N.v.t.;20100630;20211116;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-11-16T00:00:00.000;2010-06-30T00:00:00.000;2021-11-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTP37H;Land- of bosbouwtrekker;JOHN DEERE;6510;20211201;Niet geregistreerd;N.v.t.;N.v.t.;19980630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;1998-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTS83B;Land- of bosbouwtrekker;JOHN DEERE;6920;20211201;Niet geregistreerd;N.v.t.;N.v.t.;20040630;20211201;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-01T00:00:00.000;2004-06-30T00:00:00.000;2021-12-01T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TKX35S;Land- of bosbouwtrekker;JOHN DEERE;540;20210920;Niet geregistreerd;N.v.t.;N.v.t.;20060630;20210920;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-09-20T00:00:00.000;2006-06-30T00:00:00.000;2021-09-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TBB31L;Land- of bosbouwtrekker;JOHN DEERE;5315;20210806;Niet geregistreerd;N.v.t.;N.v.t.;20070630;20210106;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-08-06T00:00:00.000;2007-06-30T00:00:00.000;2021-01-06T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TTS55T;Land- of bosbouwtrekker;JOHN DEERE;6210SE;20211202;Niet geregistreerd;N.v.t.;N.v.t.;19990630;20211202;Geen verstrekking in Open Data;Nee;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-12-02T00:00:00.000;1999-06-30T00:00:00.000;2021-12-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
TGB96K;Land- of bosbouwtrekker;JOHN DEERE;6115M;20210503;Niet geregistreerd;N.v.t.;N.v.t.;20140630;20210503;Geen verstrekking in Open Data;Ja;T;0;Nee;Nee;Nee;Niet geregistreerd;NG;Ja;2021-05-03T00:00:00.000;2014-06-30T00:00:00.000;2021-05-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;
