kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;type_gasinstallatie;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_middenas_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;aanhangwagen_autonoom_geremd
3XKL36;Personenauto;SUBARU;FORESTER;20220830;20140830;7056;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20140830;20140830;Geen verstrekking in Open Data;39790;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*00;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2022-08-30T00:00:00.000;2014-08-30T00:00:00.000;2014-08-30T00:00:00.000;2014-08-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
39TSTX;Personenauto;SUBARU;FORESTER;20221013;20211019;8452;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1432;1880;1532;725;1500;20070220;20070220;Geen verstrekking in Open Data;33693;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*05;SG5;530;0;0.08;252;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2022-10-13T00:00:00.000;2021-10-19T00:00:00.000;2007-02-20T00:00:00.000;2007-02-20T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
05TPVJ;Personenauto;SUBARU;G3X JUSTY;20220825;20190106;3734;stationwagen;5;GRIJS;Niet geregistreerd;4;1328;980;1470;1080;350;800;20070806;20070806;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1470;;e4*2001/116*0071*02;Y51S;MT;0;0.06;236;Nee;Nee;Nee;2270;0;2021;Logisch;00;Ja;2022-08-25T00:00:00.000;2019-01-06T00:00:00.000;2007-08-06T00:00:00.000;2007-08-06T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
KZ045H;Personenauto;SUBARU;SUBARU XV;20230106;20170106;8092;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1365;1940;1465;650;1200;20170106;20170106;Geen verstrekking in Open Data;34189;Ja;4;4;0;0;445;0;M1;in bodemplaat r. v.;1940;G4;e1*2007/46*0597*08;GX7;5G0;0;0.08;264;Nee;Nee;Nee;3140;0;2022;Logisch;00;Ja;2023-01-06T00:00:00.000;2017-01-06T00:00:00.000;2017-01-06T00:00:00.000;2017-01-06T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
00XLG8;Personenauto;SUBARU;BRZ;20220922;20210924;9420;coupe;4;BLAUW;Niet geregistreerd;4;1998;1205;1670;1305;;;20120712;20120712;Geen verstrekking in Open Data;41689;Ja;2;4;0;0;424;0;M1;r. dwarsbalk by voorzitting;1670;ZC;e13*2007/46*1281*00;ZC6;050;0;0.11;257;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-09-22T00:00:00.000;2021-09-24T00:00:00.000;2012-07-12T00:00:00.000;2012-07-12T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
94HKG8;Personenauto;SUBARU;JUSTY;20230103;20090103;1801;hatchback;5;BLAUW;Niet geregistreerd;3;998;865;1390;965;350;750;20090103;20090103;Geen verstrekking in Open Data;12894;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;;e13*03/97*0147*03;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2022;Logisch;00;Ja;2023-01-03T00:00:00.000;2009-01-03T00:00:00.000;2009-01-03T00:00:00.000;2009-01-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
TGFG20;Personenauto;SUBARU;VIVIO;20211218;20180918;1079;hatchback;4;BLAUW;Niet geregistreerd;4;658;625;1110;725;360;500;19980410;19980410;Geen verstrekking in Open Data;;Nee;2;4;0;0;330;0;M1;r. tegen schutbord onder motorkap;1110;;e13*96/79*0032*01;KW3;010;1;0.04;231;Nee;Nee;Nee;1610;0;2020;Geen oordeel;01;Ja;2021-12-18T00:00:00.000;2018-09-18T00:00:00.000;1998-04-10T00:00:00.000;1998-04-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
08PHV5;Personenauto;SUBARU;SUBARU TREZIA;20230408;20210727;2737;hatchback;5;GRIJS;Niet geregistreerd;4;1329;1045;1505;1145;550;800;20110128;20110128;Geen verstrekking in Open Data;18549;Ja;4;4;0;0;400;0;M1;r. voorzitting;1505;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFXKW(1A);0;0.06;255;Nee;Nee;Nee;2305;0;2022;Logisch;00;Ja;2023-04-08T00:00:00.000;2021-07-27T00:00:00.000;2011-01-28T00:00:00.000;2011-01-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
97NRVB;Personenauto;SUBARU;SUBARU FORESTER;20220607;20160712;7468;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1335;1880;1435;715;1500;20040123;20040123;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1880;;e1*2001/116*0209*01;SG5;010;0;0.06;253;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2022-06-07T00:00:00.000;2016-07-12T00:00:00.000;2004-01-23T00:00:00.000;2004-01-23T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
93XNNZ;Personenauto;SUBARU;IMPREZA;20220508;20200516;4885;stationwagen;5;GRIJS;Niet geregistreerd;4;1498;1285;1750;1385;500;1500;20070731;20070731;Geen verstrekking in Open Data;21089;Ja;4;4;0;0;447;0;M1;r. op schutbord onder motorkap;1750;;e1*98/14*0145*11;GGD;0P0;0;0.06;253;Nee;Nee;Nee;3250;0;2021;Logisch;00;Ja;2022-05-08T00:00:00.000;2020-05-16T00:00:00.000;2007-07-31T00:00:00.000;2007-07-31T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
TH163L;Personenauto;SUBARU;OUTBACK;20220816;20190118;14425;stationwagen;5;BLAUW;Niet geregistreerd;4;2498;1583;2100;1683;750;2000;20180816;20180816;Geen verstrekking in Open Data;49193;Ja;4;4;0;0;482;0;M1;;2100;B6;e1*2007/46*1320*03;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2019;Logisch;00;Ja;2022-08-16T00:00:00.000;2019-01-18T00:00:00.000;2018-08-16T00:00:00.000;2018-08-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
7ZKK39;Personenauto;SUBARU;FORESTER;20230109;20210213;7056;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20150109;20150109;Geen verstrekking in Open Data;37790;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*02;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2021;Logisch;00;Ja;2023-01-09T00:00:00.000;2021-02-13T00:00:00.000;2015-01-09T00:00:00.000;2015-01-09T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
84GDX8;Personenauto;SUBARU;JUSTY;20220904;20200905;1408;hatchback;5;BRUIN;Niet geregistreerd;3;998;865;1390;965;350;750;20080606;20080606;Geen verstrekking in Open Data;11394;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;;e13*03/97*0147*03;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2021;Logisch;00;Ja;2022-09-04T00:00:00.000;2020-09-05T00:00:00.000;2008-06-06T00:00:00.000;2008-06-06T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
56NDHS;Personenauto;SUBARU;FORESTER;20220813;20190813;9225;stationwagen;5;BEIGE;Niet geregistreerd;4;1994;1405;1950;1505;750;1800;20030822;20030822;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1950;;e13*98/14*0087*00;SGT;510;0;0.09;253;Nee;Nee;Nee;3750;0;2021;Logisch;00;Ja;2022-08-13T00:00:00.000;2019-08-13T00:00:00.000;2003-08-22T00:00:00.000;2003-08-22T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
98JJD4;Personenauto;SUBARU;FORESTER;20230319;20180324;7685;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1440;2015;1540;750;2000;20090612;20090612;Geen verstrekking in Open Data;33189;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*00;SH5;030;0;0.07;262;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2023-03-19T00:00:00.000;2018-03-24T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
85NLBL;Personenauto;SUBARU;JUSTY G3X;20230302;20190117;2082;stationwagen;5;BLAUW;Niet geregistreerd;4;1328;930;1470;1030;350;800;20031112;20031112;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1470;;e4*2001/116*0071*01;X51S;MT;0;0.07;236;Nee;Nee;Nee;2270;0;2022;Geen oordeel;05;Ja;2023-03-02T00:00:00.000;2019-01-17T00:00:00.000;2003-11-12T00:00:00.000;2003-11-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
43NTKF;Personenauto;SUBARU;FORESTER;20230222;20220224;9258;stationwagen;5;BEIGE;Niet geregistreerd;4;1994;1425;1950;1525;750;1950;20040218;20040218;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1950;;e13*98/14*0087*01;SGT;510;0;0.09;253;Nee;Nee;Nee;3900;0;2022;Logisch;00;Ja;2023-02-22T00:00:00.000;2022-02-24T00:00:00.000;2004-02-18T00:00:00.000;2004-02-18T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
93HPD7;Personenauto;SUBARU;LEGACY;20220716;20140327;6892;sedan;5;GRIJS;Niet geregistreerd;4;2457;1335;1930;1435;715;1500;20050411;20090114;Geen verstrekking in Open Data;;Ja;4;4;0;0;467;0;M1;r. tegen schutbord onder motorkap;1930;;e1*2001/116*0228*01;BL9;0B0;0;0.08;267;Nee;Nee;Nee;3430;0;2021;Geen oordeel;05;Ja;2022-07-16T00:00:00.000;2014-03-27T00:00:00.000;2005-04-11T00:00:00.000;2009-01-14T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
18NGPP;Personenauto;SUBARU;FORESTER;20220929;20210209;6854;stationwagen;5;GROEN;GRIJS;4;1994;1335;1880;1435;715;1500;20030913;20030913;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*00;SG5;010;0;0.06;253;Nee;Nee;Nee;3380;0;2021;Logisch;00;Ja;2022-09-29T00:00:00.000;2021-02-09T00:00:00.000;2003-09-13T00:00:00.000;2003-09-13T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
28GGFF;Personenauto;SUBARU;FORESTER;20221024;20120425;7931;stationwagen;5;GROEN;GRIJS;4;1994;1420;1970;1520;500;1800;20001020;20001020;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1970;;e13*98/14*0029*02;SFT;510;1;0.08;253;Nee;Nee;Nee;3770;0;2021;Logisch;00;Ja;2022-10-24T00:00:00.000;2012-04-25T00:00:00.000;2000-10-20T00:00:00.000;2000-10-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
53GZZ3;Personenauto;SUBARU;LEGACY;20230414;20220108;9410;stationwagen;5;BLAUW;Niet geregistreerd;4;2457;1425;1960;1525;750;1800;20081018;20081018;Geen verstrekking in Open Data;37689;Ja;4;4;0;0;473;0;M1;r. tegen schutbord onder motorkap;1960;BL/ BP;e1*2001/116*0228*09;BP9;0D0;0;0.08;267;Nee;Nee;Nee;3760;0;2022;Logisch;00;Ja;2023-04-14T00:00:00.000;2022-01-08T00:00:00.000;2008-10-18T00:00:00.000;2008-10-18T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
15LLSV;Personenauto;SUBARU;FORESTER;20230305;20080730;6854;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1335;1880;1435;715;1500;20030305;20030305;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*00;SG5;010;0;0.06;253;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2023-03-05T00:00:00.000;2008-07-30T00:00:00.000;2003-03-05T00:00:00.000;2003-03-05T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
96SXST;Personenauto;SUBARU;FORESTER;20230308;20210308;7469;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1365;1880;1465;715;1500;20060609;20060609;Geen verstrekking in Open Data;;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;1880;;e13*98/14*0087*04;SG5;030;0;0.08;253;Nee;Nee;Nee;3380;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2021-03-08T00:00:00.000;2006-06-09T00:00:00.000;2006-06-09T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
38PXKH;Personenauto;SUBARU;IMPREZA;20230224;20100416;7414;sedan;5;ZWART;Niet geregistreerd;4;1994;1345;1850;1445;500;1200;20050106;20050106;Geen verstrekking in Open Data;;Ja;4;4;0;0;442;0;M1;r. op schutbord onder motorkap;1850;;e1*98/14*0145*09;GDA;040;0;0.11;253;Nee;Ja;Nee;3050;0;2022;Logisch;00;Ja;2023-02-24T00:00:00.000;2010-04-16T00:00:00.000;2005-01-06T00:00:00.000;2005-01-06T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
16FZKS;Personenauto;SUBARU;IMPREZA;20180922;20070825;6034;sedan;5;ROOD;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;20000901;20000901;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*98/14*0026*03;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2017;Logisch;00;Ja;2018-09-22T00:00:00.000;2007-08-25T00:00:00.000;2000-09-01T00:00:00.000;2000-09-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
71HGFF;Personenauto;SUBARU;LEGACY;20220608;20070612;4969;sedan;5;GRIJS;Niet geregistreerd;4;1994;1285;1835;1385;500;1400;20010824;20010824;Geen verstrekking in Open Data;;Ja;4;4;0;0;461;0;M1;r. tegen schutbord onder motorkap;1835;;e1*98/14*0108*00;BE5;010;0;0.07;265;Nee;Nee;Nee;3235;0;2021;Logisch;00;Ja;2022-06-08T00:00:00.000;2007-06-12T00:00:00.000;2001-08-24T00:00:00.000;2001-08-24T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
50TDSL;Personenauto;SUBARU;IMPREZA;20230503;20210504;8601;sedan;5;BLAUW;Niet geregistreerd;4;2457;1385;1860;1485;500;1200;20060720;20060720;Geen verstrekking in Open Data;;Ja;4;4;0;0;447;0;M1;r. op schutbord onder motorkap;1860;;e1*98/14*0145*10;GDG;0J0;0;0.11;253;Nee;Nee;Nee;3060;0;2022;Logisch;00;Ja;2023-05-03T00:00:00.000;2021-05-04T00:00:00.000;2006-07-20T00:00:00.000;2006-07-20T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
73JJK9;Personenauto;SUBARU;FORESTER;20220807;20180921;8290;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1503;2015;1603;750;1500;20090526;20090608;Geen verstrekking in Open Data;;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*00;SH5;530;0;0.07;262;Nee;Nee;Nee;3515;0;2021;Logisch;00;Ja;2022-08-07T00:00:00.000;2018-09-21T00:00:00.000;2009-05-26T00:00:00.000;2009-06-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
95TRLG;Personenauto;SUBARU;B9 TRIBECA;20221005;20181006;17924;stationwagen;;GRIJS;Niet geregistreerd;6;3000;1890;2586;1990;750;2000;20070102;20070102;Geen verstrekking in Open Data;;Ja;4;4;0;0;486;0;M1;r. op schutbord onder motorkap;2586;;e13*2001/116*0190*00;WXE;530;0;0.09;275;Nee;Nee;Nee;4586;0;2021;Logisch;00;Ja;2022-10-05T00:00:00.000;2018-10-06T00:00:00.000;2007-01-02T00:00:00.000;2007-01-02T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
1ZPX29;Personenauto;SUBARU;FORESTER;20220614;20190613;8162;stationwagen;5;ZWART;Niet geregistreerd;4;1995;1465;2015;1565;750;1500;20120228;20150325;Geen verstrekking in Open Data;35995;Ja;4;4;0;0;456;0;M1;by schutbord;2015;SHS;e1*2001/116*0485*06;SH5;5F0;0;0.07;262;Nee;Nee;Nee;3515;0;2021;Geen oordeel;05;Ja;2022-06-14T00:00:00.000;2019-06-13T00:00:00.000;2012-02-28T00:00:00.000;2015-03-25T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
78PKDL;Personenauto;SUBARU;FORESTER;20230309;20210313;5334;stationwagen;5;GROEN;GRIJS;4;1994;1405;1950;1505;500;1800;20040804;20040804;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1950;;e13*98/14*0029*04;SFT;010;0;0.09;253;Nee;Nee;Nee;3750;0;2022;Logisch;00;Ja;2023-03-09T00:00:00.000;2021-03-13T00:00:00.000;2004-08-04T00:00:00.000;2004-08-04T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
41RJSP;Personenauto;SUBARU;SUBARU FORESTER;20230428;20050428;9630;stationwagen;5;ROOD;Niet geregistreerd;4;1994;1435;1950;1535;750;1950;20050428;20050428;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1950;;e1*2001/116*0209*06;SGT;510;0;0.08;253;Nee;Nee;Nee;3900;0;2022;Logisch;00;Ja;2023-04-28T00:00:00.000;2005-04-28T00:00:00.000;2005-04-28T00:00:00.000;2005-04-28T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
