kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd
33VBP1;Bedrijfsauto;FIAT;SCUDO 2.0 JTD;20230221;20190218;gesloten opbouw;3;N.v.t.;N.v.t.;4;1997;1376;2250;1476;688;;20061117;20061117;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;184;N1;r. op randprofiel onder motorkap;2250;;;;;0;0.05;282;Nee;Nee;Nee;3550;;;2022;Logisch;00;Ja;2023-02-21T00:00:00.000;2019-02-18T00:00:00.000;2006-11-17T00:00:00.000;2006-11-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8052;874;1300;1300;;;;;;;;
LRRH01;Personenauto;FIAT;PUNTO 55 S;20221222;20211221;hatchback;;BLAUW;Niet geregistreerd;4;1108;832;1300;932;400;900;19950626;19950626;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. op bodemplaat v. r. voorzitting;1300;;;;;0;0.04;245;Nee;Nee;Nee;2200;;;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-12-21T00:00:00.000;1995-06-26T00:00:00.000;1995-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1843;;;;;;;;;;;
15LSGG;Personenauto;FIAT;FIAT PUNTO;20220417;20211127;hatchback;5;GRIJS;Niet geregistreerd;4;1242;850;1385;950;400;1000;20030502;20030502;Geen verstrekking in Open Data;;Ja;4;4;0;0;384;0;M1;r. op bodemplaat v. r. voorzitting;1385;;e3*98/14*0048*03;BXA1A;01S;0;0.05;246;Nee;Nee;Nee;2385;0;;2021;Logisch;00;Nee;2022-04-17T00:00:00.000;2021-11-27T00:00:00.000;2003-05-02T00:00:00.000;2003-05-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2447;;;;;;;;;;;
V980DB;Bedrijfsauto;FIAT;FIAT DUCATO;20230113;20170111;gesloten opbouw;3;N.v.t.;N.v.t.;4;2287;1900;3000;2000;750;;20170111;20170111;Geen verstrekking in Open Data;44938;Ja;0;4;0;0;0;205;N1;in r. voorwielscherm;3000;250;e3*2007/46*0044*22;A7MFB;HY;0;0.05;345;Nee;Nee;Nee;5500;0;0;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2017-01-11T00:00:00.000;2017-01-11T00:00:00.000;2017-01-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9697;1100;;2500;;;;;;;;
36TPGB;Personenauto;FIAT;FIAT IDEA;20220702;20211222;MPV;5;ROOD;Niet geregistreerd;4;1368;1135;1660;1235;400;1000;20061212;20061212;Geen verstrekking in Open Data;;Ja;4;4;0;0;393;0;M1;op bodemplaat by r. voorzitting;1660;;e3*2001/116*0153*05;AXA11;04;0;0.06;251;Nee;Nee;Nee;2660;0;;2021;Logisch;00;Ja;2022-07-02T00:00:00.000;2021-12-22T00:00:00.000;2006-12-12T00:00:00.000;2006-12-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3629;;;;;;;;;;;
77NTNF;Personenauto;FIAT;FIAT DOBLO;20221222;20210521;MPV;5;BLAUW;Niet geregistreerd;4;1596;1250;1830;1350;500;1100;20040219;20040219;Geen verstrekking in Open Data;;Ja;0;4;0;0;416;0;M1;r. op bodemplaat v. r. voorzitting;1830;;e3*98/14*0071*01;AXD1A;03D;0;0.06;257;Nee;Nee;Nee;2930;0;;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-05-21T00:00:00.000;2004-02-19T00:00:00.000;2004-02-19T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3139;;;;;;;;;;;
10ZNBF;Personenauto;FIAT;FIAT PUNTO;20221227;20220331;MPV;4;BLAUW;Niet geregistreerd;4;1368;1000;1505;1100;400;1000;20080331;20080331;Geen verstrekking in Open Data;;Ja;2;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1505;;e3*2001/116*0217*06;AXB1A;02E;0;0.05;251;Nee;Nee;Nee;2505;0;;2021;Logisch;00;Ja;2022-12-27T00:00:00.000;2022-03-31T00:00:00.000;2008-03-31T00:00:00.000;2008-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2568;;;;;;;;;;;
2XHP12;Personenauto;FIAT;FIAT 500;20230403;20200804;hatchback;4;WIT;Niet geregistreerd;2;875;945;1385;1045;400;800;20140731;20140731;Geen verstrekking in Open Data;20240;Ja;2;4;0;0;0;0;M1;r. kofferruimte;1385;312;e3*2007/46*0064*16;AXN1A;12B;0;0.06;230;Nee;Nee;Nee;2185;0;0;2022;Logisch;00;Ja;2023-04-03T00:00:00.000;2020-08-04T00:00:00.000;2014-07-31T00:00:00.000;2014-07-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
07JTX5;Personenauto;FIAT;FIAT PANDA;20230105;20181228;MPV;4;WIT;Niet geregistreerd;4;1242;835;1305;935;400;800;20090831;20090831;Geen verstrekking in Open Data;8757;Ja;4;4;0;0;354;0;M1;r. bodemplaat;1305;169;e3*2001/116*0151*10;AXB1A;01M;1;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2023-01-05T00:00:00.000;2018-12-28T00:00:00.000;2009-08-31T00:00:00.000;2009-08-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;707;;;;;;;;;;;
03NVS8;Personenauto;FIAT;FIAT PUNTO;20230105;20161221;MPV;5;WIT;Niet geregistreerd;4;1248;1120;1705;1220;400;1000;20101130;20101130;Geen verstrekking in Open Data;17588;Ja;4;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1705;199;e3*2001/116*0217*19;BXY1A;49;0;0.05;251;Nee;Nee;Nee;2705;0;;2021;Logisch;00;Ja;2023-01-05T00:00:00.000;2016-12-21T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
29PGT3;Personenauto;FIAT;FIAT PANDA;20230122;20110120;MPV;4;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20110120;20110120;Geen verstrekking in Open Data;9590;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*17;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2023-01-22T00:00:00.000;2011-01-20T00:00:00.000;2011-01-20T00:00:00.000;2011-01-20T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
HH460P;Personenauto;FIAT;FIAT PUNTO;20221113;20181115;MPV;5;GRIJS;Niet geregistreerd;4;1248;1120;1705;1220;400;1000;20151030;20151030;Geen verstrekking in Open Data;15970;Ja;4;4;0;0;407;0;M1;r. bodemplaat by voorzitting;1705;199;e3*2001/116*0217*43;BYH1A;63B;0;0.05;251;Nee;Nee;Nee;2705;0;0;2021;Logisch;00;Ja;2022-11-13T00:00:00.000;2018-11-15T00:00:00.000;2015-10-30T00:00:00.000;2015-10-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1699;;;;;;;;;;;
V369VN;Bedrijfsauto;FIAT;TALENTO;20230128;20190128;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1772;3060;1872;750;;20190128;20190128;Geen verstrekking in Open Data;42686;Ja;0;4;0;0;540;196;N1;;3060;FFL;e2*2007/46*0497*07;CR9M;MH1000662A1;0;0.05;350;Nee;Nee;Nee;5060;0;0;2021;Logisch;00;Ja;2023-01-28T00:00:00.000;2019-01-28T00:00:00.000;2019-01-28T00:00:00.000;2019-01-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10348;1288;;2000;;;;;;;;
HX749F;Personenauto;FIAT;PANDA;20231231;20160407;MPV;4;GRIJS;Niet geregistreerd;4;1242;915;1420;1015;400;800;20151231;20151231;Geen verstrekking in Open Data;13520;Ja;4;4;0;0;365;0;M1;r. kofferruimte;1420;312;e3*2007/46*0064*20;PXA1A;P0U;0;0.05;230;Nee;Nee;Nee;2220;0;0;2021;Logisch;00;Ja;2023-12-31T00:00:00.000;2016-04-07T00:00:00.000;2015-12-31T00:00:00.000;2015-12-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2599;;;;;;;;;;;
79VZZ1;Bedrijfsauto;FIAT;DOBLO 1.3 JTD;20230227;20210223;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1246;2000;1346;500;1200;20090227;20090227;Geen verstrekking in Open Data;20532;Ja;0;4;0;0;0;172;N1;r. op bodemplaat v. r. voorzitting;2000;;;;;0;0.04;258;Nee;Nee;Nee;3200;;;2022;Logisch;00;Ja;2023-02-27T00:00:00.000;2021-02-23T00:00:00.000;2009-02-27T00:00:00.000;2009-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5431;754;1200;1200;;;;;;;;
00HHP7;Personenauto;FIAT;FIAT 500;20230115;20190417;hatchback;4;ROOD;Niet geregistreerd;4;1242;840;1305;940;470;800;20081126;20081126;Geen verstrekking in Open Data;;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0261*00;AXA1A;00;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2023-01-15T00:00:00.000;2019-04-17T00:00:00.000;2008-11-26T00:00:00.000;2008-11-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2576;;;;;;;;;;;
10PGR2;Personenauto;FIAT;FIAT PANDA;20230219;20210529;MPV;4;CREME;Niet geregistreerd;4;1242;835;1305;935;400;800;20110119;20110119;Geen verstrekking in Open Data;10544;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*17;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2022;Logisch;00;Ja;2023-02-19T00:00:00.000;2021-05-29T00:00:00.000;2011-01-19T00:00:00.000;2011-01-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
6KNT26;Personenauto;FIAT;FIAT 500;20230201;20180203;hatchback;4;WIT;Niet geregistreerd;2;964;840;1305;940;400;800;20130619;20130619;Geen verstrekking in Open Data;14425;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1305;312;e3*2007/46*0064*08;AXH1A;10C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2023-02-01T00:00:00.000;2018-02-03T00:00:00.000;2013-06-19T00:00:00.000;2013-06-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
36NVH3;Personenauto;FIAT;FIAT PANDA;20230110;20101130;MPV;4;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20101130;20101130;Geen verstrekking in Open Data;9720;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*17;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2023-01-10T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
75XGKG;Personenauto;FIAT;FIAT PANDA;20220108;20080117;MPV;4;BLAUW;Niet geregistreerd;4;1242;840;1310;940;400;800;20070511;20070511;Geen verstrekking in Open Data;;Nee;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1310;;e3*2001/116*0151*03;AXB11;02;1;0.05;230;Nee;Nee;Nee;2110;0;0;2021;Logisch;00;Ja;2022-01-08T00:00:00.000;2008-01-17T00:00:00.000;2007-05-11T00:00:00.000;2007-05-11T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2062;;;;;;;;;;;
03RVD4;Personenauto;FIAT;FIAT 500;20230223;20140303;hatchback;4;BLAUW;Niet geregistreerd;4;1242;840;1305;940;400;800;20100211;20110727;Geen verstrekking in Open Data;;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;312;e3*2001/116*0261*07;AXA1A;00E;0;0.05;230;Nee;Nee;Nee;2105;0;;2022;Geen oordeel;05;Ja;2023-02-23T00:00:00.000;2014-03-03T00:00:00.000;2010-02-11T00:00:00.000;2011-07-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1270;;;;;;;;;;;
25NVX3;Personenauto;FIAT;FIAT 500;20221231;20110330;hatchback;4;CREME;Niet geregistreerd;4;1242;875;1340;975;400;800;20101231;20101231;Geen verstrekking in Open Data;16307;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1340;312;e3*2001/116*0261*11;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;;2021;Logisch;00;Ja;2022-12-31T00:00:00.000;2011-03-30T00:00:00.000;2010-12-31T00:00:00.000;2010-12-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
HJ446R;Personenauto;FIAT;FIAT PUNTO;20230215;20201017;MPV;5;GRIJS;Niet geregistreerd;4;1248;1120;1705;1220;400;1000;20151113;20151113;Geen verstrekking in Open Data;15970;Ja;4;4;0;0;407;0;M1;r. bodemplaat by voorzitting;1705;199;e3*2001/116*0217*43;BYH1A;63B;0;0.05;251;Nee;Nee;Nee;2705;0;0;2021;Logisch;00;Ja;2023-02-15T00:00:00.000;2020-10-17T00:00:00.000;2015-11-13T00:00:00.000;2015-11-13T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1699;;;;;;;;;;;
05RLF8;Personenauto;FIAT;FIAT PUNTO;20230301;20131022;MPV;5;GRIJS;Niet geregistreerd;4;1242;990;1575;1090;400;900;20110627;20110627;Geen verstrekking in Open Data;14832;Ja;2;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1575;199;e3*2001/116*0217*16;AXA1A;00H;0;0.04;251;Nee;Nee;Nee;2475;0;;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2013-10-22T00:00:00.000;2011-06-27T00:00:00.000;2011-06-27T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2647;;;;;;;;;;;
13KTN4;Personenauto;FIAT;FIAT PANDA;20230212;20100212;MPV;4;BLAUW;Niet geregistreerd;4;1242;840;1310;940;400;800;20100212;20100212;Geen verstrekking in Open Data;11839;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1310;169;e3*2001/116*0151*13;AXB11;0CC;0;0.05;230;Nee;Nee;Nee;2110;0;;2021;Logisch;00;Ja;2023-02-12T00:00:00.000;2010-02-12T00:00:00.000;2010-02-12T00:00:00.000;2010-02-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1577;;;;;;;;;;;
55NZJJ;Personenauto;FIAT;FIAT PANDA;20220930;20211126;hatchback;4;ZWART;Niet geregistreerd;4;1242;835;1305;935;400;800;20040415;20040415;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*00;AXB1A;01;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2022-09-30T00:00:00.000;2021-11-26T00:00:00.000;2004-04-15T00:00:00.000;2004-04-15T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1871;;;;;;;;;;;
29LLSG;Personenauto;FIAT;FIAT PUNTO;20221122;20211221;hatchback;5;GRIJS;Niet geregistreerd;4;1242;835;1370;935;400;1000;20030228;20030228;Geen verstrekking in Open Data;;Ja;2;4;0;0;380;0;M1;r. op bodemplaat v. r. voorzitting;1370;;e3*98/14*0048*03;AXA1A;00U;0;0.05;246;Nee;Nee;Nee;2370;0;;2021;Logisch;00;Ja;2022-11-22T00:00:00.000;2021-12-21T00:00:00.000;2003-02-28T00:00:00.000;2003-02-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2367;;;;;;;;;;;
TD641V;Personenauto;FIAT;FIAT 500;20230217;20180711;hatchback;4;GRIJS;ZWART;2;875;905;1370;1005;400;800;20131024;20180711;Geen verstrekking in Open Data;16840;Ja;2;4;0;0;355;0;M1;;1370;312;e3*2007/46*0064*04;AXG1A;08C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2022;Geen oordeel;05;Ja;2023-02-17T00:00:00.000;2018-07-11T00:00:00.000;2013-10-24T00:00:00.000;2018-07-11T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
HX255K;Personenauto;FIAT;FIAT PUNTO;20221231;20160426;MPV;5;GRIJS;Niet geregistreerd;4;1248;1120;1705;1220;400;1000;20151231;20151231;Geen verstrekking in Open Data;15970;Ja;4;4;0;0;407;0;M1;r. bodemplaat by voorzitting;1705;199;e3*2001/116*0217*43;BYH1A;63B;0;0.05;251;Nee;Nee;Nee;2705;0;0;2021;Logisch;00;Ja;2022-12-31T00:00:00.000;2016-04-26T00:00:00.000;2015-12-31T00:00:00.000;2015-12-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1699;;;;;;;;;;;
