kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;oplegger_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;vervaldatum_tachograaf;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;vervaldatum_tachograaf_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;afwijkende_maximum_snelheid;catalogusprijs;maximale_constructiesnelheid;jaar_laatste_registratie_tellerstand;hoogte_voertuig;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;maximum_trekken_massa_geremd;aantal_staanplaatsen;subcategorie_nederland
85BBN2;Bedrijfsauto;MAN;TGX 18.400 4X2 BLS;20230309;20171118;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7384;19000;7484;20130206;20130206;Geen verstrekking in Open Data;Ja;42616;0;4;0;478;618;250;N3;r. balk by vooras;20500;TGX 2 ACHSER N3 SZM;nl*2001/116*0321*02;SV18D20664X2MBLA;5206;0;0.04;390;Nee;Nee;20230217;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-03-09T00:00:00.000;2017-11-18T00:00:00.000;2013-02-06T00:00:00.000;2013-02-06T00:00:00.000;2023-02-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
56BKH9;Bedrijfsauto;MAN;TGS;20230103;20180108;neerklapbare zijschotten;2;N.v.t.;N.v.t.;6;10518;20220;37000;20320;20180102;20180102;Geen verstrekking in Open Data;Ja;;;8;;1030;1050;255;N3;r. balk by vooras;37000;L.2007.46.007;;;;;0.01;725;Nee;Nee;20231129;Nee;50000;;Niet geregistreerd;NG;Ja;2023-01-03T00:00:00.000;2018-01-08T00:00:00.000;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;2023-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;16780;22432;12562;;;;;;;;;;;;;
V305VJ;Bedrijfsauto;MAN;TGE;20230117;20190117;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;1989;3500;2089;20190117;20190117;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3500;SYN1E;e1*2007/46*1626*08;SYBB4ADAUAV3;NM350NBFM6AX002647MMC3DOMAN;0;0.05;364;Nee;Nee;;Nee;6000;0;Logisch;00;Ja;2023-01-17T00:00:00.000;2019-01-17T00:00:00.000;2019-01-17T00:00:00.000;2019-01-17T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1511;3000;3000;0;;52636;;2021;;;;;12712;;;
V103VD;Bedrijfsauto;MAN;TGE;20230213;20190213;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2135;3500;2235;20190213;20190213;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3500;SYN1E;e1*2007/46*1626*08;SYCB8BDAVAV3;NM350NBFA89Q001637MMC3DOMAN;0;0.06;449;Nee;Nee;;Nee;6000;0;Logisch;00;Ja;2023-02-13T00:00:00.000;2019-02-13T00:00:00.000;2019-02-13T00:00:00.000;2019-02-13T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1365;3000;3000;0;;64086;;2022;;;;;15432;;;
BZHH70;Bedrijfsauto;MAN;TGX 26.360 6X2-4 BL;20230128;20220121;open wagen;2;N.v.t.;N.v.t.;6;10518;13035;28000;13135;20110630;20110630;Geen verstrekking in Open Data;Ja;;;6;;;1047;255;N3;r. balk by vooras;28000;;;;;;0.02;615;Ja;Nee;20220113;Nee;50000;;Niet geregistreerd;NG;Nee;2023-01-28T00:00:00.000;2022-01-21T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;2022-01-13T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;14965;;;;;;;;;;;;;;;
93BHZ7;Bedrijfsauto;MAN;TGL;20230121;20190417;gesloten opbouw;2;N.v.t.;N.v.t.;4;4580;6655;11990;6755;20161227;20161227;Geen verstrekking in Open Data;Ja;;;4;;;920;255;N2;r. balk by vooras;11990;L.2007.46.011;;;;;0.02;520;Nee;Nee;20230121;Nee;;;Niet geregistreerd;NG;Ja;2023-01-21T00:00:00.000;2019-04-17T00:00:00.000;2016-12-27T00:00:00.000;2016-12-27T00:00:00.000;2023-01-21T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5335;;;;;;;;;;;;;;;
16BKF1;Bedrijfsauto;MAN;TGX;20220916;20171117;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7842;20500;7942;20171117;20171117;Geen verstrekking in Open Data;Ja;42058;2;4;0;449;628;255;N3;op balk v. r.;21000;L.2007.46.001;e4*2007/46*0229*28;22X04ZBBABAG8CA;K9ACB;0;0.04;390;Nee;Nee;20231015;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-09-16T00:00:00.000;2017-11-17T00:00:00.000;2017-11-17T00:00:00.000;2017-11-17T00:00:00.000;2023-10-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
43BDH2;Bedrijfsauto;MAN;TGS;20221209;20131209;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7089;19000;7189;20131209;20131209;Geen verstrekking in Open Data;Ja;42911;0;4;0;449;598;250;N3;r. balk by vooras;20500;L.2007.46.001;e4*NKS*0053*03;06S04A81AA;37540000373800K1ACB;0;0.04;360;Nee;Nee;20231126;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-09T00:00:00.000;2013-12-09T00:00:00.000;2013-12-09T00:00:00.000;2013-12-09T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BXXH33;Bedrijfsauto;MAN;TGM 15.250 4X2 BL;20221210;20131212;brandweerwagen;3;N.v.t.;N.v.t.;6;6871;11855;15000;11955;20101210;20101210;Geen verstrekking in Open Data;Ja;;;4;;737;742;252;N3;r. balk by vooras;15000;;;;;;0.02;383;Nee;Nee;;Nee;18500;;Niet geregistreerd;NG;Ja;2022-12-10T00:00:00.000;2013-12-12T00:00:00.000;2010-12-10T00:00:00.000;2010-12-10T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;3145;3500;3500;;;;;;;;;;;;;
VGZ62S;Bedrijfsauto;MAN;TGE;20230925;20200925;open laadvloer;6;N.v.t.;N.v.t.;4;1968;2429;3500;2529;20200925;20200925;Geen verstrekking in Open Data;Nee;;4;6;0;0;700;210;N1;;3500;SZN1Z;e1*2007/46*1634*06;SZID8DDAWAV4;PN350VSHA8DR001687MP0D6EOMAN;0;0.05;449;Nee;Nee;;Nee;7000;0;Logisch;00;Ja;2023-09-25T00:00:00.000;2020-09-25T00:00:00.000;2020-09-25T00:00:00.000;2020-09-25T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1071;3500;3500;0;;55624;156;2020;234;;;;;;;
13BHZ5;Bedrijfsauto;MAN;TGS;20221213;20161223;betonmixer;2;N.v.t.;N.v.t.;6;12419;17930;49000;18030;20161213;20161221;Geen verstrekking in Open Data;Ja;;;10;;;1083;255;N3;tegen r. balk v. vooras;50000;L.2007.46.006;;;;;0.02;756;Nee;Nee;20221124;Nee;;;Niet geregistreerd;NG;Ja;2022-12-13T00:00:00.000;2016-12-23T00:00:00.000;2016-12-13T00:00:00.000;2016-12-21T00:00:00.000;2022-11-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;31070;;;;;;;;;;;;;;;
03BJK3;Bedrijfsauto;MAN;TGS;20230414;20170411;kipper;2;N.v.t.;N.v.t.;6;12419;18335;28000;18435;20170411;20170411;Geen verstrekking in Open Data;Ja;;;6;;820;885;255;N3;r. balk by vooras;28000;L.2007.46.004;;;;;0.02;560;Nee;Nee;20230409;Nee;50000;;Niet geregistreerd;NG;Ja;2023-04-14T00:00:00.000;2017-04-11T00:00:00.000;2017-04-11T00:00:00.000;2017-04-11T00:00:00.000;2023-04-09T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;9665;27862;14101;;;;;;;;;;;;;
55BHG6;Bedrijfsauto;MAN;TGM;20230516;20160526;gesloten opbouw;2;N.v.t.;N.v.t.;6;6871;6915;15500;7015;20160512;20160512;Geen verstrekking in Open Data;Ja;;;4;;;878;253;N3;r. balk by vooras;15500;L.2007.46.009;;;;;0.03;513;Nee;Nee;20240331;Nee;;;Niet geregistreerd;NG;Ja;2023-05-16T00:00:00.000;2016-05-26T00:00:00.000;2016-05-12T00:00:00.000;2016-05-12T00:00:00.000;2024-03-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;8585;;;;;;;;;;;;;;;
38BBP2;Bus;MAN;LION S COACH L;20220521;20211125;bus;61;N.v.t.;N.v.t.;6;10518;15217;23920;15317;20130320;20130320;Geen verstrekking in Open Data;Ja;;0;6;0;0;1380;255;M3;r. dwarsbalk v. vooras;25530;B.2007.46.007;e4*2007/46*0100*11;R0820A57AC;3553670035A6002SACB;0;0.02;807;Nee;Nee;20230507;Nee;0;0;Niet geregistreerd;NG;Ja;2022-05-21T00:00:00.000;2021-11-25T00:00:00.000;2013-03-20T00:00:00.000;2013-03-20T00:00:00.000;2023-05-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;8703;;;0;100;;;;;;;;;;;
BVLF26;Bedrijfsauto;MAN;TGL 12.180 4X2 BB;20230403;20170426;gesloten opbouw;3;N.v.t.;N.v.t.;4;4580;6181;11990;6281;20081002;20081002;Geen verstrekking in Open Data;Ja;;0;4;0;0;897;255;N2;r. balk by vooras;11990;TGL;nl*2001/116*0114*02;TGLLU4X2M12D0834BLA;E41B;0;0.02;485;Nee;Nee;20230310;Nee;0;0;Niet geregistreerd;NG;Ja;2023-04-03T00:00:00.000;2017-04-26T00:00:00.000;2008-10-02T00:00:00.000;2008-10-02T00:00:00.000;2023-03-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5809;;;;;;;;;;;;;;;
11BDK8;Bedrijfsauto;MAN;TGM;20221212;20180919;gecond. met temperatuurreg.;2;N.v.t.;N.v.t.;6;6871;8735;18600;8835;20131212;20131212;Geen verstrekking in Open Data;Ja;;;4;;;970;260;N3;r. balk by vooras;18600;L.2007.46.010;;;;;0.02;543;Nee;Nee;20220717;Nee;22100;;Niet geregistreerd;NG;Ja;2022-12-12T00:00:00.000;2018-09-19T00:00:00.000;2013-12-12T00:00:00.000;2013-12-12T00:00:00.000;2022-07-17T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;9865;;;;;;;;;;;;;;;
74BGH8;Bedrijfsauto;MAN;TGL;20221130;20150910;hoogwerker;2;N.v.t.;N.v.t.;4;4580;7240;7490;7340;20150907;20150907;Geen verstrekking in Open Data;Ja;;;4;;;745;244;N2;r. balk by vooras;7490;L.2007.46.011;;;;;0.02;307;Nee;Nee;20231130;Nee;;;Niet geregistreerd;NG;Ja;2022-11-30T00:00:00.000;2015-09-10T00:00:00.000;2015-09-07T00:00:00.000;2015-09-07T00:00:00.000;2023-11-30T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;250;;;;;;;;;;;;;;;
47BBK8;Bedrijfsauto;MAN;TGX;20230214;20130213;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;8003;27000;8103;20130213;20130213;Geen verstrekking in Open Data;Ja;41997;0;6;0;434;654;255;N3;r. deurstyl;27000;L.2007.46.002;e4*2007/46*0230*08;24X04A14BB;39235200396800U8ACB;0;0.04;395;Nee;Nee;20230205;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-02-14T00:00:00.000;2013-02-13T00:00:00.000;2013-02-13T00:00:00.000;2013-02-13T00:00:00.000;2023-02-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
58BFT7;Bedrijfsauto;MAN;TGS;20230331;20150401;gesloten opbouw;2;N.v.t.;N.v.t.;6;10518;9840;19000;9940;20150327;20150327;Geen verstrekking in Open Data;Ja;;;4;;943;955;255;N3;r. balk by vooras;20500;L.2007.46.001;;;;;0.03;550;Nee;Nee;20230315;Nee;49080;;Niet geregistreerd;NG;Ja;2023-03-31T00:00:00.000;2015-04-01T00:00:00.000;2015-03-27T00:00:00.000;2015-03-27T00:00:00.000;2023-03-15T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;9160;30080;18286;;;;;;;;;;;;;
BTNT56;Bedrijfsauto;MAN;TGL 12.240 4X2 BL;20221207;20071207;geconditioneerd voertuig;2;N.v.t.;N.v.t.;6;6871;5920;11990;6040;20071207;20071207;Geen verstrekking in Open Data;Ja;;0;4;0;610;622;250;N2;tegen r. balk tussen vooras en 2e veerh.;12000;TGL;nl*2001/116*0114*02;TGLLU4X2M12D0836BLA;E41B;0;0.03;330;Nee;Nee;20151118;Nee;24000;0;Niet geregistreerd;NG;Ja;2022-12-07T00:00:00.000;2007-12-07T00:00:00.000;2007-12-07T00:00:00.000;2007-12-07T00:00:00.000;2015-11-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;6070;14400;13000;;;;;;;;;;;;;
51BJZ4;Bedrijfsauto;MAN;TGS;20220927;20171003;kipper;2;N.v.t.;N.v.t.;6;12419;17900;50000;18000;20170927;20171003;Geen verstrekking in Open Data;Ja;;;10;;;1070;255;N3;r. balk v. vooras;50000;;;;;;0.02;773;Nee;Nee;20231125;Nee;;;Niet geregistreerd;NG;Ja;2022-09-27T00:00:00.000;2017-10-03T00:00:00.000;2017-09-27T00:00:00.000;2017-10-03T00:00:00.000;2023-11-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;32100;;;;;;;;;;;;;;;
09BKP2;Bedrijfsauto;MAN;TGX;20220825;20220331;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7962;24000;8062;20180328;20180328;Geen verstrekking in Open Data;Ja;41938;2;8;0;449;663;250;N3;op balk v. r.;25000;L.2007.46.002;e4*NKS*0076*17;24X04ZBBABAG8BA;R2ACB;0;0.04;390;Nee;Nee;20230707;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-08-25T00:00:00.000;2022-03-31T00:00:00.000;2018-03-28T00:00:00.000;2018-03-28T00:00:00.000;2023-07-07T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
BVRB35;Bedrijfsauto;MAN;TGL 12.180 4X2 BL;20230112;20121221;gesloten opbouw;2;N.v.t.;N.v.t.;4;4580;5880;11990;6000;20081210;20081210;Geen verstrekking in Open Data;Ja;;0;4;0;0;897;255;N2;r. balk by vooras;11990;TGL;nl*2001/116*0114*02;TGLLU4X2M12D0834BLA;E41B;0;0.02;485;Nee;Nee;20240214;Nee;15490;0;Niet geregistreerd;NG;Ja;2023-01-12T00:00:00.000;2012-12-21T00:00:00.000;2008-12-10T00:00:00.000;2008-12-10T00:00:00.000;2024-02-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;6110;;;;;;;;;;;;;;;
BZTZ15;Bedrijfsauto;MAN;TGL 12.180 4X2 BL;20230109;20140108;gesloten opbouw;2;N.v.t.;N.v.t.;4;4580;5850;11990;5950;20120328;20120328;Geen verstrekking in Open Data;Ja;;;4;;;900;255;N2;r. balk by vooras;11990;;;;;;0.02;485;Nee;Nee;20231126;Nee;15490;;Niet geregistreerd;NG;Ja;2023-01-09T00:00:00.000;2014-01-08T00:00:00.000;2012-03-28T00:00:00.000;2012-03-28T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;6140;;;;;;;;;;;;;;;
BZRD25;Bedrijfsauto;MAN;TGX 18.440 4X2 BLS;20221130;20161205;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7100;19000;7200;20120625;20120625;Geen verstrekking in Open Data;Ja;42900;0;4;0;454;588;250;N3;r. balk by vooras;19000;TGX 2 ACHSER N3 SZM;nl*2001/116*0321*01;SV18D20664X2MBLA;5206;0;0.05;360;Nee;Nee;20231123;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-11-30T00:00:00.000;2016-12-05T00:00:00.000;2012-06-25T00:00:00.000;2012-06-25T00:00:00.000;2023-11-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
96BGN9;Bedrijfsauto;MAN;TGX;20221230;20151210;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7642;19000;7742;20151210;20151210;Geen verstrekking in Open Data;Ja;42258;2;4;0;429;630;255;N3;r. balk by vooras;20500;L.2007.46.001;e4*NKS*0053*11;06X04ZBBABAE2AA;K1ACB;0;0.04;390;Nee;Nee;20231126;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-30T00:00:00.000;2015-12-10T00:00:00.000;2015-12-10T00:00:00.000;2015-12-10T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BTRR56;Bedrijfsauto;MAN;TGA 35.480 8X4 BL;20230124;20220331;open wagen;2;N.v.t.;N.v.t.;6;12419;22600;37000;22795;20080124;20080124;Geen verstrekking in Open Data;Ja;;0;8;0;990;1050;255;N3;tegen r. balk tussen 1e veerh. en vooras;37000;TGA;nl*2001/116*0151*01;TGALUD2676378X4MBLA;E41A41;0;0.02;725;Nee;Nee;20231231;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-01-24T00:00:00.000;2022-03-31T00:00:00.000;2008-01-24T00:00:00.000;2008-01-24T00:00:00.000;2023-12-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;14400;27400;24000;;;;;;;;;;;;;
BVHJ65;Bedrijfsauto;MAN;TGL 12.180 4X2 BL;20221216;20181018;open wagen;2;N.v.t.;N.v.t.;4;4580;5740;11990;5860;20080821;20080821;Geen verstrekking in Open Data;Ja;;0;4;0;0;1085;255;N2;r. balk by vooras;11990;TGL;nl*2001/116*0114*02;TGLLU4X2M12D0834BLA;E41B;0;0.02;555;Nee;Nee;20221123;Nee;12000;0;Niet geregistreerd;NG;Ja;2022-12-16T00:00:00.000;2018-10-18T00:00:00.000;2008-08-21T00:00:00.000;2008-08-21T00:00:00.000;2022-11-23T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;6250;;;;;;;;;;;;;;;
19BGK4;Bedrijfsauto;MAN;TGM;20230213;20151006;voor vervoer voertuigen;2;N.v.t.;N.v.t.;6;6871;8125;11999;8225;20151001;20151001;Geen verstrekking in Open Data;Ja;;;4;;800;830;255;N3;r. balk by vooras;15000;L.2007.46.009;;;;;0.03;413;Nee;Nee;20230708;Nee;33000;;Niet geregistreerd;NG;Ja;2023-02-13T00:00:00.000;2015-10-06T00:00:00.000;2015-10-01T00:00:00.000;2015-10-01T00:00:00.000;2023-07-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;3874;24000;16000;;;;;;;;;;;;;
16BKN9;Bedrijfsauto;MAN;TGX;20221113;20220331;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7982;24000;8082;20180228;20180228;Geen verstrekking in Open Data;Ja;41918;2;8;0;449;663;250;N3;op balk v. r.;25000;L.2007.46.002;e4*NKS*0076*17;24X04ZBBABAG8BA;R2ACB;0;0.04;390;Nee;Nee;20240131;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-11-13T00:00:00.000;2022-03-31T00:00:00.000;2018-02-28T00:00:00.000;2018-02-28T00:00:00.000;2024-01-31T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
